MAJ   , Code Postal , Latitude , Longitude , Eloignement 
NAOURS   ,80260,50.033333,2.283333,1.5
NESLE   ,80190,49.766667,2.916667,1.62
NESLE L HOPITAL ,80140,49.9,1.7,1.58
NESLETTE   ,80140,49.916667,1.666667,1.67
NEUFMOULIN   ,80132,50.133333,1.9,1.44
NEUILLY LE DIEN ,80150,50.216667,2.05,2.06
NEUILLY L HOPITAL ,80132,50.166667,1.883333,1.69
NEUVILLE COPPEGUEULE  ,80430,49.85,1.75,1.45
LA NEUVILLE LES BRAY,80340,49.933333,2.716667,1.09
NEUVILLETTE   ,80600,50.2,2.316667,1.93
NIBAS   ,80390,50.1,1.583333,1.89
NOYELLES EN CHAUSSEE ,80150,50.2,1.983333,1.93
NOYELLES SUR MER ,80860,50.183333,1.716667,1.81
NURLU   ,80240,50,3.016667,1.88
OCCOCHES   ,80600,50.166667,2.266667,1.69
OCHANCOURT   ,80210,50.1,1.616667,1.8
OFFIGNIES   ,80590,49.8,1.85,1.19
OFFOY   ,80400,49.758333,3.008333,-1
OISEMONT   ,80140,49.95,1.766667,1.41
OISSY   ,80540,49.9,2.05,0.68
OMIECOURT   ,80320,49.8,2.833333,1.4
ONEUX   ,80135,50.15,1.966667,1.57
ONVILLERS   ,80500,49.6,2.666667,2.49
ORESMAUX   ,80160,49.766667,2.266667,1.51
ORIVAL   ,80640,49.8,1.85,1.79
OUTREBOIS   ,80600,50.166667,2.25,1.69
PARGNY   ,80190,49.783333,2.95,1.71
PENDE   ,80230,50.166667,1.583333,1.89
PERNOIS   ,80670,50.05,2.183333,1.43
PERONNE   ,80200,49.933333,2.933333,1.66
PERTAIN   ,80320,49.816667,2.866667,1.49
PICQUIGNY   ,80310,49.95,2.15,1.38
PIERREGOT   ,80260,50,2.383333,0.46
PIERREPONT SUR AVRE ,80500,49.716667,2.55,1.63
PISSY   ,80540,49.866667,2.133333,0.98
PLACHY BUYON  ,80160,49.816667,2.216667,1.24
POEUILLY   ,80240,49.883333,3.1,2.1
PONCHES ESTRUVAL  ,80150,50.316667,1.9,2.8
PONT DE METZ ,80480,49.883333,2.25,0.97
PONTHOILE   ,80860,50.216667,1.716667,2.06
PONT NOYELLES  ,80115,49.933333,2.45,1
PONT REMY  ,80580,50.05,1.916667,1.53
PORT LE GRAND ,80132,50.15,1.75,1.57
POTTE   ,80190,49.766667,2.9,1.57
POULAINVILLE   ,80260,49.933333,2.316667,1.06
POZIERES   ,80300,50.033333,2.716667,1.09
PROUVILLE   ,80370,50.133333,2.116667,1.44
PROUZEL   ,80160,49.8,2.2,1.02
PROYART   ,80121,49.883333,2.7,1.05
PUCHEVILLERS   ,80560,50.05,2.416667,1.94
PUNCHY   ,80320,49.783333,2.816667,1.36
PUZEAUX   ,80320,49.8,2.833333,1.4
QUEND   ,80120,50.316667,1.633333,2.8
QUERRIEU   ,80115,49.933333,2.416667,1
LE QUESNE  ,80430,49.866667,1.8,1.32
LE QUESNEL  ,80118,49.766667,2.616667,1.26
QUESNOY LE MONTANT ,80132,50.116667,1.683333,1.89
QUESNOY SUR AIRAINES ,80270,49.95,1.983333,1.53
QUEVAUVILLERS   ,80710,49.816667,2.083333,0.89
QUIRY LE SEC ,80250,49.666667,2.383333,2
QUIVIERES   ,80400,49.8,3.033333,1.93
RAINCHEVAL   ,80600,50.066667,2.433333,1.96
RAINNEVILLE   ,80260,49.966667,2.35,0.32
RAMBURELLES   ,80140,49.966667,1.7,1.58
RAMBURES   ,80140,49.95,1.7,1.58
RANCOURT   ,80360,50,2.916667,1.62
REGNIERE ECLUSE  ,80120,50.283333,1.766667,2.55
REMAISNIL   ,80600,50.2,2.25,1.93
REMAUGIES   ,80500,49.616667,2.666667,2.37
REMIENCOURT   ,80250,49.783333,2.383333,1.14
RETHONVILLERS   ,80700,49.733333,2.866667,1.51
REVELLES   ,80540,49.85,2.116667,0.78
RIBEAUCOURT   ,80620,50.116667,2.1,1.32
RIENCOURT   ,80310,49.916667,2.05,1.06
RIVERY   ,80136,49.916667,2.316667,0.16
ROGY   ,80160,49.7,2.216667,1.75
ROIGLISE   ,80700,49.683333,2.833333,1.88
ROISEL   ,80240,49.95,3.1,2.1
ROLLOT   ,80500,49.583333,2.65,2.61
RONSSOY   ,80740,49.983333,3.166667,2.28
ROSIERES EN SANTERRE ,80170,49.816667,2.716667,1.09
ROUVREL   ,80250,49.766667,2.416667,1.26
ROUVROY EN SANTERRE ,80170,49.766667,2.716667,1.26
ROUY LE GRAND ,80190,49.783333,2.95,1.71
ROUY LE PETIT ,80190,49.766667,2.95,1.71
ROYE   ,80700,49.7,2.8,1.75
RUBEMPRE   ,80260,50.016667,2.383333,0.64
RUBESCOURT   ,80500,49.6,2.566667,2.49
RUE   ,80120,50.266667,1.666667,2.43
RUMAISNIL   ,80710,49.816667,2.133333,0.94
RUMIGNY   ,80680,49.8,2.283333,1.02
SAIGNEVILLE   ,80230,50.133333,1.716667,1.84
SAILLY FLIBEAUCOURT  ,80970,50.183333,1.766667,1.81
SAILLY LAURETTE  ,80800,49.916667,2.6,1.46
SAILLY LE SEC ,80800,49.916667,2.583333,1.15
SAILLY SAILLISEL  ,80360,50.033333,2.916667,1.62
SAINS EN AMIENOIS ,80680,49.816667,2.316667,1.01
SAINT ACHEUL  ,80370,50.183333,2.166667,1.81
SAINT AUBIN MONTENOY ,80540,49.85,1.983333,1.65
SAINT AUBIN RIVIERE ,80430,49.866667,1.783333,1.36
SAINT BLIMONT  ,80960,50.116667,1.566667,1.93
SAINT CHRIST BRIOST ,80200,49.833333,2.916667,1.62
SAINT FUSCIEN  ,80680,49.833333,2.316667,1.34
SAINT GERMAIN SUR BRESLE,80430,49.833333,1.733333,1.49
SAINT GRATIEN  ,80260,49.95,2.416667,0.98
SAINT LEGER LES AUTHIE,80560,50.116667,2.516667,1.32
SAINT LEGER LES DOMART,80780,50.05,2.133333,0.83
SAINT LEGER SUR BRESLE,80140,49.866667,1.716667,1.54
SAINT MARD  ,80700,49.691667,2.758333,-1
SAINT MAULVIS  ,80140,49.9,1.833333,1.27
SAINT MAXENT  ,80140,50,1.733333,1.49
SAINT OUEN  ,80610,50.033333,2.116667,1
SAINT QUENTIN EN TOURMONT,80120,50.283333,1.583333,2.55
SAINT RIQUIER  ,80135,50.133333,1.95,1.44
SAINT SAUFLIEU  ,80160,49.783333,2.25,1.34
SAINT SAUVEUR  ,80470,49.933333,2.216667,1.35
SAINTE SEGREE  ,80290,49.75,1.916667,1.38
SAINT VALERY SUR SOMME,80230,50.183333,1.633333,1.81
SAISSEVAL   ,80540,49.883333,2.1,0.53
SALEUX   ,80480,49.866667,2.25,0.55
SALOUEL   ,80480,49.866667,2.25,0.55
SANCOURT   ,80400,49.766667,3.033333,1.93
SAULCHOY SOUS POIX ,80290,49.75,1.933333,1.38
SAUVILLERS MONGIVAL  ,80110,49.733333,2.466667,1.51
SAVEUSE   ,80730,49.883333,2.216667,1.5
SELINCOURT   ,80640,49.866667,1.9,1.05
SENARPONT   ,80140,49.883333,1.716667,1.54
SENLIS LE SEC ,80300,50.033333,2.566667,1.16
SENTELIE   ,80160,49.716667,2.033333,1.8
SEUX   ,80540,49.866667,2.1,0.53
SOREL EN VIMEU ,80490,50.016667,1.916667,1.56
SOUES   ,80310,49.95,2.05,0.86
SOUPLICOURT   ,80290,49.75,1.9,1.38
SOURDON   ,80250,49.7,2.4,1.75
SOYECOURT   ,80200,49.866667,2.783333,1.84
SURCAMPS   ,80620,50.066667,2.066667,0.97
SUZANNE   ,80340,49.95,2.766667,1.22
TAISNIL   ,80710,49.8,2.15,1.56
TALMAS   ,80260,50.033333,2.333333,0.94
TEMPLEUX LA FOSSE ,80240,49.966667,3.016667,1.88
TEMPLEUX LE GUERARD ,80240,49.966667,3.15,2.23
TERRAMESNIL   ,80600,50.116667,2.366667,1.32
TERTRY   ,80200,49.866667,3.066667,2.01
THENNES   ,80110,49.8,2.466667,1.02
THEZY GLIMONT  ,80110,49.816667,2.433333,1.41
THIEPVAL   ,80300,50.05,2.7,1.05
THIEULLOY L ABBAYE ,80126,49.816667,1.933333,0.97
THIEULLOY LA VILLE ,80290,49.75,1.933333,1.38
THIEVRES   ,62760,50.116667,2.45,1.32
THOIX   ,80160,49.7,2.066667,1.75
THORY   ,80250,49.716667,2.433333,1.63
TILLOLOY   ,80700,49.633333,2.75,2.25
TILLOY FLORIVILLE  ,80220,49.983333,1.616667,1.8
TILLOY LES CONTY ,80160,49.75,2.183333,1.38
TINCOURT BOUCLY  ,80240,49.933333,3.05,1.97
LE TITRE  ,80132,50.183333,1.8,1.81
TOEUFLES   ,80870,50.066667,1.716667,1.54
TOURS EN VIMEU ,80210,50.033333,1.683333,1.62
TOUTENCOURT   ,80560,50.033333,2.45,1.48
LE TRANSLAY  ,80140,49.966667,1.683333,1.62
TRONCHOY   ,80640,49.833333,1.866667,1.14
TREUX   ,80300,49.95,2.583333,1.27
TULLY   ,80530,50.083333,1.516667,2.06
UGNY L EQUIPEE ,80400,49.816667,3.066667,2.01
VACQUERIE   ,80370,50.116667,2.166667,1.32
VADENCOURT   ,80560,50,2.483333,1.44
VAIRE SOUS CORBIE ,80800,49.916667,2.55,0.65
VALINES   ,80210,50.083333,1.616667,1.8
VARENNES   ,80560,50.05,2.533333,0.83
VAUCHELLES LES DOMART ,80620,50.05,2.05,1.57
VAUCHELLES LES QUESNOY ,80132,50.1,1.883333,1.2
VAUDRICOURT   ,80230,50.116667,1.55,1.97
VAUVILLERS   ,80131,49.85,2.7,1.05
VAUX EN AMIENOIS ,80260,49.966667,2.25,1.8
VAUX MARQUENNEVILLE  ,80140,49.983333,1.783333,1.36
VAUX SUR SOMME ,80800,49.916667,2.55,0.65
VECQUEMONT   ,80800,49.883333,2.45,1.47
VELENNES   ,80160,49.75,2.1,1.38
VERCOURT   ,80120,50.3,1.7,2.67
VERGIES   ,80270,49.933333,1.85,1.43
VERMANDOVILLERS   ,80320,49.85,2.783333,1.55
VERPILLIERES   ,80700,49.666667,2.816667,2
LA VICOGNE  ,80260,50.05,2.316667,1.3
VIGNACOURT   ,80650,50.016667,2.2,0.58
VILLECOURT   ,80190,49.766667,2.966667,1.75
VILLE LE MARCLET ,80420,50.016667,2.083333,0.58
VILLEROY   ,80140,49.933333,1.733333,1.49
VILLERS AUX ERABLES ,80110,49.783333,2.533333,1.14
VILLERS BOCAGE  ,80260,49.983333,2.333333,0.47
VILLERS BRETONNEUX  ,80380,49.866667,2.516667,1.42
VILLERS CAMPSART  ,80140,49.866667,1.833333,1.58
VILLERS CARBONNEL  ,80200,49.866667,2.9,1.57
VILLERS FAUCON  ,80112,49.983333,3.1,2.1
VILLERS LES ROYE ,80700,49.7,2.733333,1.75
VILLERS SOUS AILLY ,80690,50.066667,2.016667,0.95
VILLERS TOURNELLE  ,80500,49.65,2.466667,2.12
VILLERS SUR AUTHIE ,80120,50.316667,1.7,2.8
VILLE SUR ANCRE ,80300,49.95,2.616667,1
VIRONCHAUX   ,80150,50.283333,1.816667,2.55
VISMES   ,80140,50.016667,1.666667,1.85
VITZ SUR AUTHIE ,80150,50.25,2.066667,2.3
VOYENNES   ,80400,49.766667,2.983333,1.79
VRAIGNES LES HORNOY ,80640,49.833333,1.916667,1.01
VRELY   ,80170,49.783333,2.683333,1.14
VRON   ,80120,50.316667,1.75,2.8
WAILLY   ,80160,49.766667,2.15,1.26
WANEL   ,80490,50,1.916667,1.5
WARFUSEE ABANCOURT  ,80720,49.866667,2.583333,1.15
WARGNIES   ,80670,50.033333,2.25,1.19
WARLOY BAILLON  ,80300,50.016667,2.516667,1.78
WARLUS   ,80270,49.916667,1.95,0.99
WARSY   ,80500,49.7,2.65,1.75
WARVILLERS   ,80170,49.766667,2.683333,1.26
WIENCOURT L EQUIPEE ,80170,49.85,2.616667,1.59
WIRY AU MONT ,80270,49.966667,1.833333,1.84
WOIGNARUE   ,80460,50.116667,1.5,2.11
WOINCOURT   ,80520,50.066667,1.533333,2.02
WOIREL   ,80140,49.966667,1.816667,1.27
Y   ,80190,49.8,2.983333,1.81
YAUCOURT BUSSUS  ,80135,50.1,1.966667,1.2
YVRENCH   ,80150,50.183333,2,1.81
YVRENCHEUX   ,80150,50.183333,1.983333,1.81
YZENGREMER   ,80520,50.066667,1.516667,2.06
YZEUX   ,80310,49.966667,2.116667,0.79
YONVAL   ,80132,50.083333,1.783333,1.36
DIGEON   ,80590,49.766667,1.8,1.55
AGUTS   ,81470,43.533333,1.916667,1.53
AIGUEFONDE   ,81200,43.483333,2.333333,1.82
ALBAN   ,81250,43.9,2.466667,1.68
ALBI   ,81990,43.933333,2.15,0.79
ALBINE   ,81240,43.45,2.533333,2.01
ALGANS   ,81470,43.6,1.883333,1.15
   ,81140,44.016667,1.883333,1.27
ALMAYRAC   ,81190,44.1,2.166667,1.75
AMARENS   ,81170,44.033333,1.933333,1.37
AMBIALET   ,81430,43.933333,2.383333,1.28
AMBRES   ,81500,43.733333,1.816667,1.47
ANDILLAC   ,81140,44,1.9,1.17
ANGLES   ,81260,43.566667,2.566667,2.17
APPELLE   ,81700,43.583333,1.966667,1.24
ARFONS   ,81110,43.433333,2.166667,2.11
ARIFAT   ,81360,43.766667,2.333333,1.03
ARTHES   ,81160,43.95,2.2,1
ASSAC   ,81340,43.983333,2.433333,1.52
AUSSILLON   ,81200,43.483333,2.366667,1.82
BANNIERES   ,81500,43.633333,1.75,1.8
BARRE   ,81320,43.75124,2.82714,-1
BEAUVAIS SUR TESCOU ,81630,43.9,1.583333,2.61
BELCASTEL   ,81500,43.65,1.758333,-1
BELLESERRE   ,81540,43.483333,2.05,1.82
BERLATS   ,81260,43.7,2.566667,2.17
BERNAC   ,81150,43.95,2.016667,0.88
BERTRE   ,81700,43.6,1.95,1.52
LE BEZ  ,81260,43.616667,2.466667,1.68
BLAN   ,81700,43.533333,2,1.53
BLAYE LES MINES ,81400,44.016667,2.133333,1.27
BOISSEZON   ,81490,43.583333,2.4,1.36
BOUT DU PONT DE,81660,43.5,2.416667,1.72
BRENS   ,81600,43.9,1.916667,0.99
BRIATEXTE   ,81390,43.75,1.916667,0.99
BROUSSE   ,81440,43.716667,2.083333,1
BROZE   ,81600,43.95,1.9,1.45
BURLATS   ,81100,43.633333,2.316667,1.23
BUSQUE   ,81300,43.783333,1.966667,1.05
CABANES   ,81500,43.733333,1.95,2.1
LES CABANNES  ,81170,44.066667,1.941667,-1
CADALEN   ,81600,43.85,1.983333,1.02
CADIX   ,81340,43.983333,2.483333,1.76
CAGNAC LES MINES ,81130,43.983333,2.15,1.61
   ,81540,43.466667,2.066667,1.13
CAHUZAC SUR VERE ,81140,43.983333,1.916667,1.36
CAMBON   ,81990,43.916667,2.216667,0.8
CAMBOUNES   ,81260,43.583333,2.45,1.6
CAMBOUNET SUR LE SOR,81580,43.583333,2.116667,1.24
LES CAMMAZES  ,81540,43.416667,2.083333,2.21
CAMPES   ,81170,44.066667,1.983333,1.56
CARBES   ,81570,43.616667,2.15,1.05
CARLUS   ,81990,43.883333,2.116667,1.29
CARMAUX   ,81400,44.05,2.15,1.46
CASTANET   ,81150,43.983333,2.033333,1.08
CASTELNAU DE BRASSAC ,81260,43.65,2.516667,1.93
CASTELNAU DE LEVIS ,81150,43.933333,2.083333,1.12
CASTELNAU DE MONTMIRAL ,81140,43.966667,1.816667,1.47
CASTRES   ,81100,43.6,2.25,1.14
CAUCALIERES   ,81200,43.516667,2.316667,1.63
CESTAYROLS   ,81150,43.983333,1.983333,1.5
COMBEFA   ,81640,44.05,2.083333,1.46
COUFOULEUX   ,81800,43.816667,1.75,1.8
COURRIS   ,81340,43.933333,2.4,1.36
CRESPINET   ,81350,43.95,2.3,1.02
CUNAC   ,81990,43.933333,2.216667,0.95
CUQ   ,81570,43.65,2.083333,1.6
CUQ TOULZA  ,81470,43.55,1.883333,1.43
CURVALLE   ,81250,43.916667,2.55,2.09
DAMIATTE   ,81220,43.65,1.983333,0.85
DENAT   ,81120,43.85,2.2,0.41
DONNAZAC   ,81170,44.016667,1.95,1.27
DOURGNE   ,81110,43.483333,2.15,1.82
LE DOURN  ,81340,44.016667,2.466667,1.68
ESCOUSSENS   ,81290,43.5,2.216667,1.72
ESCROUX   ,81530,43.75,2.633333,2.49
ESPERAUSSES   ,81260,43.7,2.533333,2.01
FAYSSAC   ,81150,43.95,1.966667,1.46
FAUCH   ,81120,43.833333,2.25,0.63
FENOLS   ,81600,43.85,2.05,2.08
FIAC   ,81500,43.7,1.9,1.33
FLORENTIN   ,81150,43.883333,2.033333,1.12
FRAUSSEILLES   ,81170,44.033333,1.95,1.37
LE FRAYSSE  ,81430,43.9,2.416667,1.44
FREJAIROLLES   ,81990,43.883333,2.233333,1.19
FREJEVILLE   ,81570,43.616667,2.133333,1.05
GAILLAC   ,81600,43.9,1.916667,0.99
GARREVAQUES   ,81700,43.483333,1.966667,1.82
LE GARRIC  ,81450,44,2.166667,1.17
GARRIGUES   ,81500,43.7,1.716667,1.96
GIJOUNET   ,81530,43.716667,2.616667,2.41
GIROUSSENS   ,81500,43.766667,1.783333,1.64
GRAULHET   ,81300,43.766667,2,0.58
GRAZAC   ,81800,43.84322,1.6562,-1
GUITALENS   ,81220,43.65,2.05,1.39
ITZAC   ,81170,44.033333,1.866667,1.48
JONQUIERES   ,81440,43.65,2.116667,1.22
JOUQUEVIEL   ,81190,44.183333,2.15,2.24
LABARTHE BLEYS  ,81170,44.066667,1.916667,1.56
LABASTIDE DE LEVIS ,81150,43.933333,2.016667,0.79
LABASTIDE DENAT  ,81120,43.866667,2.2,0.6
LABASTIDE GABAUSSE  ,81400,44.033333,2.1,1.5
LABASTIDE ROUAIROUX  ,81270,43.466667,2.65,2.57
LABASTIDE SAINT GEORGES ,81500,43.7,1.816667,1.47
LABESSIERE CANDEIL  ,81300,43.8,2.016667,0.87
LABOULBENE   ,81100,43.65,2.2,1.2
LABOUTARIE   ,81120,43.783333,2.116667,1.24
LABRUGUIERE   ,81290,43.533333,2.266667,1.53
LACABAREDE   ,81240,43.45,2.583333,2.25
LACAPELLE PINET  ,81340,44.066667,2.333333,1.6
LACAPELLE SEGALAR  ,81170,44.116667,2,1.85
LACAUNE   ,81230,43.716667,2.7,2.82
LACAZE   ,81330,43.733333,2.516667,1.93
LACROISILLE   ,81470,43.583333,1.933333,1.24
LACROUZETTE   ,81210,43.666667,2.35,1.79
LAGARDIOLLE   ,81110,43.5,2.083333,1.72
LAGARRIGUE   ,81090,43.566667,2.283333,1.34
LAGRAVE   ,81150,43.9,2,1.03
LALBAREDE   ,81220,43.65,2.05,1.39
LAMILLARIE   ,81120,43.85,2.15,0.85
LAPARROUQUIAL   ,81640,44.1,2.033333,1.75
LASGRAISSES   ,81300,43.816667,2.033333,1.42
LAUTREC   ,81440,43.716667,2.15,0.47
LAVAUR   ,81500,43.7,1.816667,1.47
LEDAS ET PENTHIES ,81340,44.083333,2.383333,1.66
LEMPAUT   ,81700,43.533333,2.066667,1.53
LESCOUT   ,81110,43.533333,2.1,1.53
LESCURE D ALBIGEOIS ,81380,43.95,2.166667,0.88
LISLE SUR TARN ,81310,43.85,1.8,1.56
LOMBERS   ,81120,43.8,2.15,0.79
LOUBERS   ,81170,44.05,1.9,1.46
LOUPIAC   ,81800,43.825,1.783333,-1
LUGAN   ,81500,43.733333,1.716667,-1
MAGRIN   ,81220,43.633333,1.916667,1.58
MAILHOC   ,81130,44,2.066667,1.17
MARNAVES   ,81170,44.1,1.9,1.75
MARSAL   ,81430,43.933333,2.283333,1.22
MARSSAC SUR TARN ,81150,43.916667,2.033333,0.69
MARZENS   ,81500,43.666667,1.833333,1.39
LE MASNAU MASSUGUIES ,81530,43.783333,2.55,2.09
MASSAC SERAN  ,81500,43.666667,1.85,1.31
MASSAGUEL   ,81110,43.5,2.166667,1.72
MASSALS   ,81250,43.85,2.516667,1.93
MAURENS SCOPONT  ,81470,43.6,1.816667,1.88
MAZAMET   ,81200,43.5,2.4,1.72
MEZENS   ,81800,43.783333,1.666667,2.2
MILHARS   ,81170,44.116667,1.883333,1.85
MILHAVET   ,81130,44.033333,2.033333,1.37
MIOLLES   ,81250,43.883333,2.55,2.09
MIRANDOL BOURGNOUNAC  ,81190,44.133333,2.166667,1.95
MISSECLE   ,81300,43.716667,2,1.25
MONESTIES   ,81640,44.066667,2.1,1.56
MONTANS   ,81600,43.866667,1.9,1.07
MONTDRAGON   ,81440,43.783333,2.116667,1.22
MONTDURAUSSE   ,81630,43.95,1.566667,2.69
MONTELS   ,81140,43.966667,1.9,1.28
MONTFA   ,81210,43.683333,2.216667,1.34
MONTGEY   ,81470,43.516667,1.933333,1.63
MONTIRAT   ,81190,44.15,2.116667,2.04
MONTPINIER   ,81440,43.666667,2.2,1.32
MONTREDON LABESSONNIE  ,81360,43.733333,2.35,1.12
MONT ROC  ,81120,43.8,2.366667,1.89
MONTVALEN   ,81630,43.866667,1.6,2.53
MOULARES   ,81190,44.066667,2.3,1.56
MOULAYRES   ,81300,43.716667,2.016667,1.27
MOULIN MAGE  ,81320,43.71127,2.80464,-1
MOUZENS   ,81470,43.533333,1.9,1.53
MOUZIEYS TEULET  ,81430,43.866667,2.283333,1.34
MOUZIEYS PANENS  ,81170,44.1,1.95,1.75
MURAT SUR VEBRE ,81320,43.683333,2.858333,-1
NAGES   ,81320,43.67555,2.77966,-1
NARTHOUX   ,81190,44.15,2.033333,2.04
NAVES   ,81710,43.566667,2.225,1.34
NOAILHAC   ,81490,43.575,2.35,-1
NOAILLES   ,81170,44.016667,1.983333,1.52
ORBAN   ,81120,43.833333,2.083333,1.58
PADIES   ,81340,44.05,2.366667,1.46
PALLEVILLE   ,81700,43.5,2,1.72
PAMPELONNE   ,81190,44.116667,2.25,1.85
PARISOT   ,81310,43.816667,1.833333,1.39
PAULINET   ,81250,43.85,2.433333,1.52
PAYRIN AUGMONTEL  ,81660,43.516667,2.366667,1.63
PECHAUDIER   ,81470,43.533333,1.95,1.53
PENNE   ,81140,44.066667,1.733333,1.88
PEYREGOUX   ,81440,43.683333,2.2,1.15
PEYROLE   ,81310,43.8,1.916667,1.45
PONT DE LARN ,81660,43.5,2.4,1.72
POUDIS   ,81700,43.516667,1.983333,1.63
POULAN POUZOLS  ,81120,43.85,2.116667,1.23
PRADES   ,81220,43.6,1.983333,1.14
PRATVIEL   ,81500,43.65,1.9,1.4
PUECHOURSI   ,81470,43.516667,1.916667,1.63
PUYBEGON   ,81390,43.783333,1.916667,1.5
PUYCALVEL   ,81440,43.683333,2.1,0.92
PUYCELCI   ,81140,44,1.716667,1.96
PUYLAURENS   ,81700,43.566667,2.016667,1.34
RABASTENS   ,81800,43.833333,1.75,1.8
RAYSSAC   ,81330,43.816667,2.416667,1.44
REALMONT   ,81120,43.783333,2.2,0.46
LE RIALET  ,81240,43.566667,2.483333,1.76
LE RIOLS  ,81170,44.15,1.9,2.04
RIVIERES   ,81600,43.916667,1.966667,0.75
RONEL   ,81120,43.816667,2.216667,0.47
ROQUECOURBE   ,81210,43.666667,2.3,0.87
ROQUEMAURE   ,81800,43.816667,1.616667,2.45
ROQUEVIDAL   ,81470,43.633333,1.866667,1.64
ROSIERES   ,81400,44.05,2.183333,1.64
ROUAIROUX   ,81240,43.483333,2.566667,2.17
ROUFFIAC   ,81150,43.883333,2.066667,1.35
ROUMEGOUX   ,81120,43.8,2.266667,0.71
ROUSSAYROLLES   ,81140,44.1,1.833333,1.75
SAINT AMANCET  ,81110,43.466667,2.1,1.92
SAINT AMANS SOULT ,81240,43.483333,2.5,1.84
SAINT AMANS VALTORET ,81240,43.483333,2.483333,1.82
SAINT ANTONIN DE LACALM,81120,43.783333,2.3,1.15
SAINT AVIT  ,81110,43.516667,2.1,1.63
SAINT BEAUZILE  ,81140,44.016667,1.833333,1.39
SAINT BENOIT DE CARMAUX,81400,44.05,2.133333,1.46
SAINT CHRISTOPHE  ,81190,44.15,2.05,2.04
SAINTE CECILE DU CAYROU,81140,44,1.8,1.56
SAINT CIRGUE  ,81340,43.966667,2.366667,1.2
SAINT GAUZENS  ,81390,43.733333,1.916667,1.2
SAINTE GEMME  ,81190,44.083333,2.2,1.66
SAINT GENEST DE CONTEST,81440,43.766667,2.15,0.87
SAINT GERMAIN DES PRES,81700,43.566667,2.083333,1.74
SAINT GERMIER  ,81210,43.666667,2.233333,0.95
SAINT GREGOIRE  ,81350,43.966667,2.266667,0.98
SAINT JEAN DE MARCEL,81350,44.066667,2.25,1.74
SAINT JEAN DE RIVES,81500,43.733333,1.783333,1.64
SAINT JEAN DE VALS,81210,43.683333,2.266667,0.71
SAINT JUERY  ,81160,43.916667,2.7,2.82
SAINT JULIEN DU PUY,81440,43.766667,2.1,1.12
SAINT JULIEN GAULENE ,81340,44,2.35,1.17
SAINT LIEUX LES LAVAUR,81500,43.766667,1.766667,1.72
SAINT MARTIN LAGUEPIE ,81170,44.15,1.966667,2.04
SAINT MICHEL LABADIE ,81340,44,2.433333,1.52
SAINT MICHEL DE VAX,81140,44.1,1.8,1.75
SAINT PAUL CAP DE,81220,43.65,1.983333,0.85
SAINT PIERRE DE TRIVISY,81330,43.766667,2.433333,1.52
SAINT SALVY DE LA,81490,43.616667,2.4,1.36
SAINT SERNIN LES LAVAUR,81700,43.55,1.966667,1.43
SAINT URCISSE  ,81630,43.95,1.633333,2.37
SAIX   ,81710,43.583333,2.183333,1.24
SALIES   ,81990,43.883333,2.133333,0.99
SALLES   ,81640,44.066667,2.05,1.56
SALVAGNAC   ,81630,43.916667,1.7,2.04
SAUSSENAC   ,81350,43.983333,2.283333,1.08
LA SAUZIERE SAINT JEAN,81630,43.95,1.65,2.28
SEMALENS   ,81570,43.583333,2.116667,1.24
SENAUX   ,81530,43.766667,2.616667,2.41
SENOUILLAC   ,81600,43.933333,1.95,0.83
SERENAC   ,81350,43.966667,2.333333,1.32
SERVIES   ,81220,43.666667,2.033333,1.1
SIEURAC   ,81120,43.8,2.1,1.39
SOREZE   ,81540,43.45,2.066667,2.01
SOUAL   ,81580,43.55,2.116667,1.43
TAIX   ,81130,44,2.116667,1.17
TANUS   ,81190,44.116667,2.3,1.85
TAURIAC   ,81630,43.883333,1.591667,-1
TECOU   ,81600,43.85,1.95,0.83
TEILLET   ,81120,43.833333,2.35,1.68
TERSSAC   ,81150,43.933333,2.083333,1.12
TEULAT   ,81500,43.633333,1.7,2.04
TEYSSODE   ,81220,43.65,1.933333,1.18
TONNAC   ,81170,44.066667,1.883333,1.56
LE TRAVET  ,81120,43.816667,2.333333,1.47
TREBAN   ,81190,44.1,2.35,1.88
TREBAS   ,81340,43.95,2.483333,1.76
TREVIEN   ,81190,44.1,2.116667,1.75
VABRE   ,81330,43.683333,2.433333,1.52
VALDERIES   ,81350,44.016667,2.233333,1.27
VALDURENQUE   ,81090,43.566667,2.316667,1.34
VALENCE D ALBIGEOIS ,81340,44.016667,2.4,1.36
VAOUR   ,81140,44.066667,1.8,1.56
VEILHES   ,81500,43.616667,1.833333,1.39
VENES   ,81440,43.733333,2.2,1.04
VERDALLE   ,81110,43.516667,2.166667,1.63
VIANE   ,81530,43.733333,2.583333,2.25
VIEUX   ,81140,44,1.883333,1.17
VILLEFRANCHE D ALBIGEOIS ,81430,43.9,2.35,1.12
VILLENEUVE LES LAVAUR ,81500,43.616667,1.783333,1.64
VILLENEUVE SUR VERE ,81130,44,2.033333,1.17
VINDRAC ALAYRAC  ,81170,44.066667,1.916667,1.56
LE VINTROU  ,81240,43.516667,2.466667,1.68
VIRAC   ,81640,44.05,2.05,1.46
VITERBE   ,81220,43.683333,1.95,1.12
VIVIERS LES LAVAUR ,81500,43.633333,1.8,1.56
VIVIERS LES MONTAGNES ,81290,43.55,2.183333,1.43
